date,datatype,station,attributes,value
1938-05-10T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-10T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-10T00:00:00,TMAX,GHCND:USC00422721,",,6,",233
1938-05-10T00:00:00,TMIN,GHCND:USC00422721,",,6,",72
1938-05-10T00:00:00,TOBS,GHCND:USC00422721,",,6,",211
1938-05-11T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-11T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-11T00:00:00,TMAX,GHCND:USC00422721,",,6,",211
1938-05-11T00:00:00,TMIN,GHCND:USC00422721,",,6,",78
1938-05-11T00:00:00,TOBS,GHCND:USC00422721,",,6,",183
1938-05-12T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-12T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-12T00:00:00,TMAX,GHCND:USC00422721,",,6,",183
1938-05-12T00:00:00,TMIN,GHCND:USC00422721,",,6,",72
1938-05-12T00:00:00,TOBS,GHCND:USC00422721,",,6,",167
1938-05-13T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-13T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-13T00:00:00,TMAX,GHCND:USC00422721,",,6,",239
1938-05-13T00:00:00,TMIN,GHCND:USC00422721,",,6,",67
1938-05-13T00:00:00,TOBS,GHCND:USC00422721,",,6,",222
1938-05-14T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-14T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-14T00:00:00,TMAX,GHCND:USC00422721,",,6,",256
1938-05-14T00:00:00,TMIN,GHCND:USC00422721,",,6,",61
1938-05-14T00:00:00,TOBS,GHCND:USC00422721,",,6,",222
1938-05-15T00:00:00,PRCP,GHCND:USC00422721,",,6,",13
1938-05-15T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-15T00:00:00,TMAX,GHCND:USC00422721,",,6,",261
1938-05-15T00:00:00,TMIN,GHCND:USC00422721,",,6,",139
1938-05-15T00:00:00,TOBS,GHCND:USC00422721,",,6,",206
1938-05-16T00:00:00,PRCP,GHCND:USC00422721,",,6,",18
1938-05-16T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-16T00:00:00,TMAX,GHCND:USC00422721,",,6,",206
1938-05-16T00:00:00,TMIN,GHCND:USC00422721,",,6,",117
1938-05-16T00:00:00,TOBS,GHCND:USC00422721,",,6,",156
1938-05-17T00:00:00,PRCP,GHCND:USC00422721,",,6,",112
1938-05-17T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-17T00:00:00,TMAX,GHCND:USC00422721,",,6,",156
1938-05-17T00:00:00,TMIN,GHCND:USC00422721,",,6,",83
1938-05-17T00:00:00,TOBS,GHCND:USC00422721,",,6,",111
1938-05-18T00:00:00,PRCP,GHCND:USC00422721,",,6,",33
1938-05-18T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-18T00:00:00,TMAX,GHCND:USC00422721,",,6,",128
1938-05-18T00:00:00,TMIN,GHCND:USC00422721,",,6,",17
1938-05-18T00:00:00,TOBS,GHCND:USC00422721,",,6,",56
1938-05-19T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-19T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-19T00:00:00,TMAX,GHCND:USC00422721,",,6,",144
1938-05-19T00:00:00,TMIN,GHCND:USC00422721,",,6,",-6
1938-05-19T00:00:00,TOBS,GHCND:USC00422721,",,6,",122
1938-05-20T00:00:00,PRCP,GHCND:USC00422721,",,6,",5
1938-05-20T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-20T00:00:00,TMAX,GHCND:USC00422721,",,6,",167
1938-05-20T00:00:00,TMIN,GHCND:USC00422721,",,6,",39
1938-05-20T00:00:00,TOBS,GHCND:USC00422721,",,6,",133
1938-05-21T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-21T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-21T00:00:00,TMAX,GHCND:USC00422721,",,6,",211
1938-05-21T00:00:00,TMIN,GHCND:USC00422721,",,6,",83
1938-05-21T00:00:00,TOBS,GHCND:USC00422721,",,6,",156
1938-05-22T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-22T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-22T00:00:00,TMAX,GHCND:USC00422721,",,6,",233
1938-05-22T00:00:00,TMIN,GHCND:USC00422721,",,6,",50
1938-05-22T00:00:00,TOBS,GHCND:USC00422721,",,6,",211
1938-05-23T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-23T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-23T00:00:00,TMAX,GHCND:USC00422721,",,6,",256
1938-05-23T00:00:00,TMIN,GHCND:USC00422721,",,6,",61
1938-05-23T00:00:00,TOBS,GHCND:USC00422721,",,6,",228
1938-05-24T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-24T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-24T00:00:00,TMAX,GHCND:USC00422721,",,6,",272
1938-05-24T00:00:00,TMIN,GHCND:USC00422721,",,6,",83
1938-05-24T00:00:00,TOBS,GHCND:USC00422721,",,6,",222
1938-05-25T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-25T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-25T00:00:00,TMAX,GHCND:USC00422721,",,6,",294
1938-05-25T00:00:00,TMIN,GHCND:USC00422721,",,6,",89
1938-05-25T00:00:00,TOBS,GHCND:USC00422721,",,6,",233
1938-05-26T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-26T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-26T00:00:00,TMAX,GHCND:USC00422721,",,6,",306
1938-05-26T00:00:00,TMIN,GHCND:USC00422721,",,6,",106
1938-05-26T00:00:00,TOBS,GHCND:USC00422721,",,6,",272
1938-05-27T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1938-05-27T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-27T00:00:00,TMAX,GHCND:USC00422721,",,6,",306
1938-05-27T00:00:00,TMIN,GHCND:USC00422721,",,6,",117
1938-05-27T00:00:00,TOBS,GHCND:USC00422721,",,6,",261
1938-05-28T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-28T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-28T00:00:00,TMAX,GHCND:USC00422721,",,6,",294
1938-05-28T00:00:00,TMIN,GHCND:USC00422721,",,6,",83
1938-05-28T00:00:00,TOBS,GHCND:USC00422721,",,6,",206
1938-05-29T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-29T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-29T00:00:00,TMAX,GHCND:USC00422721,",,6,",211
1938-05-29T00:00:00,TMIN,GHCND:USC00422721,",,6,",94
1938-05-29T00:00:00,TOBS,GHCND:USC00422721,",,6,",189
1938-05-30T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-30T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-30T00:00:00,TMAX,GHCND:USC00422721,",,6,",233
1938-05-30T00:00:00,TMIN,GHCND:USC00422721,",,6,",78
1938-05-30T00:00:00,TOBS,GHCND:USC00422721,",,6,",211
1938-05-31T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-05-31T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-05-31T00:00:00,TMAX,GHCND:USC00422721,",,6,",261
1938-05-31T00:00:00,TMIN,GHCND:USC00422721,",,6,",89
1938-05-31T00:00:00,TOBS,GHCND:USC00422721,",,6,",228
1938-06-01T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-01T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-01T00:00:00,TMAX,GHCND:USC00422721,",,6,",289
1938-06-01T00:00:00,TMIN,GHCND:USC00422721,",,6,",111
1938-06-01T00:00:00,TOBS,GHCND:USC00422721,",,6,",239
1938-06-02T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-02T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-02T00:00:00,TMAX,GHCND:USC00422721,",,6,",322
1938-06-02T00:00:00,TMIN,GHCND:USC00422721,",,6,",117
1938-06-02T00:00:00,TOBS,GHCND:USC00422721,",,6,",239
1938-06-03T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-03T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-03T00:00:00,TMAX,GHCND:USC00422721,",,6,",294
1938-06-03T00:00:00,TMIN,GHCND:USC00422721,",,6,",111
1938-06-03T00:00:00,TOBS,GHCND:USC00422721,",,6,",256
1938-06-04T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-04T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-04T00:00:00,TMAX,GHCND:USC00422721,",,6,",322
1938-06-04T00:00:00,TMIN,GHCND:USC00422721,",,6,",100
1938-06-04T00:00:00,TOBS,GHCND:USC00422721,",,6,",283
1938-06-05T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-05T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-05T00:00:00,TMAX,GHCND:USC00422721,",,6,",333
1938-06-05T00:00:00,TMIN,GHCND:USC00422721,",,6,",139
1938-06-05T00:00:00,TOBS,GHCND:USC00422721,",,6,",267
1938-06-06T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-06T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-06T00:00:00,TMAX,GHCND:USC00422721,",,6,",300
1938-06-06T00:00:00,TMIN,GHCND:USC00422721,",,6,",128
1938-06-06T00:00:00,TOBS,GHCND:USC00422721,",,6,",256
1938-06-07T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-07T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-07T00:00:00,TMAX,GHCND:USC00422721,",,6,",294
1938-06-07T00:00:00,TMIN,GHCND:USC00422721,",,6,",117
1938-06-07T00:00:00,TOBS,GHCND:USC00422721,",,6,",239
1938-06-08T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-08T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-08T00:00:00,TMAX,GHCND:USC00422721,",,6,",317
1938-06-08T00:00:00,TMIN,GHCND:USC00422721,",,6,",128
1938-06-08T00:00:00,TOBS,GHCND:USC00422721,",,6,",256
1938-06-09T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-09T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-09T00:00:00,TMAX,GHCND:USC00422721,",,6,",256
1938-06-09T00:00:00,TMIN,GHCND:USC00422721,",,6,",89
1938-06-09T00:00:00,TOBS,GHCND:USC00422721,",,6,",217
1938-06-10T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-10T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-10T00:00:00,TMAX,GHCND:USC00422721,",,6,",250
1938-06-10T00:00:00,TMIN,GHCND:USC00422721,",,6,",61
1938-06-10T00:00:00,TOBS,GHCND:USC00422721,",,6,",222
1938-06-11T00:00:00,PRCP,GHCND:USC00422721,",,6,",3
1938-06-11T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-11T00:00:00,TMAX,GHCND:USC00422721,",,6,",306
1938-06-11T00:00:00,TMIN,GHCND:USC00422721,",,6,",117
1938-06-11T00:00:00,TOBS,GHCND:USC00422721,",,6,",222
1938-06-12T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-12T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-12T00:00:00,TMAX,GHCND:USC00422721,",,6,",300
1938-06-12T00:00:00,TMIN,GHCND:USC00422721,",,6,",139
1938-06-12T00:00:00,TOBS,GHCND:USC00422721,",,6,",211
1938-06-13T00:00:00,PRCP,GHCND:USC00422721,",,6,",20
1938-06-13T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-13T00:00:00,TMAX,GHCND:USC00422721,",,6,",228
1938-06-13T00:00:00,TMIN,GHCND:USC00422721,",,6,",117
1938-06-13T00:00:00,TOBS,GHCND:USC00422721,",,6,",189
1938-06-14T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-14T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-14T00:00:00,TMAX,GHCND:USC00422721,",,6,",261
1938-06-14T00:00:00,TMIN,GHCND:USC00422721,",,6,",94
1938-06-14T00:00:00,TOBS,GHCND:USC00422721,",,6,",211
1938-06-15T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-15T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-15T00:00:00,TMAX,GHCND:USC00422721,",,6,",294
1938-06-15T00:00:00,TMIN,GHCND:USC00422721,",,6,",106
1938-06-15T00:00:00,TOBS,GHCND:USC00422721,",,6,",233
1938-06-16T00:00:00,PRCP,GHCND:USC00422721,",,6,",5
1938-06-16T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-16T00:00:00,TMAX,GHCND:USC00422721,",,6,",300
1938-06-16T00:00:00,TMIN,GHCND:USC00422721,",,6,",94
1938-06-16T00:00:00,TOBS,GHCND:USC00422721,",,6,",233
1938-06-17T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1938-06-17T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-17T00:00:00,TMAX,GHCND:USC00422721,",,6,",289
1938-06-17T00:00:00,TMIN,GHCND:USC00422721,",,6,",122
1938-06-17T00:00:00,TOBS,GHCND:USC00422721,",,6,",244
1938-06-18T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1938-06-18T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-18T00:00:00,TMAX,GHCND:USC00422721,",,6,",244
1938-06-18T00:00:00,TMIN,GHCND:USC00422721,",,6,",72
1938-06-18T00:00:00,TOBS,GHCND:USC00422721,",,6,",178
1938-06-19T00:00:00,PRCP,GHCND:USC00422721,",,6,",5
1938-06-19T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-19T00:00:00,TMAX,GHCND:USC00422721,",,6,",261
1938-06-19T00:00:00,TMIN,GHCND:USC00422721,",,6,",56
1938-06-19T00:00:00,TOBS,GHCND:USC00422721,",,6,",211
1938-06-20T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-20T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-20T00:00:00,TMAX,GHCND:USC00422721,",,6,",289
1938-06-20T00:00:00,TMIN,GHCND:USC00422721,",,6,",100
1938-06-20T00:00:00,TOBS,GHCND:USC00422721,",,6,",222
1938-06-21T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-21T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-21T00:00:00,TMAX,GHCND:USC00422721,",,6,",283
1938-06-21T00:00:00,TMIN,GHCND:USC00422721,",,6,",206
1938-06-21T00:00:00,TOBS,GHCND:USC00422721,",,6,",244
1938-06-22T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-22T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-22T00:00:00,TMAX,GHCND:USC00422721,",,6,",272
1938-06-22T00:00:00,TMIN,GHCND:USC00422721,",,6,",111
1938-06-22T00:00:00,TOBS,GHCND:USC00422721,",,6,",256
1938-06-23T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1938-06-23T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-23T00:00:00,TMAX,GHCND:USC00422721,",,6,",256
1938-06-23T00:00:00,TMIN,GHCND:USC00422721,",,6,",111
1938-06-23T00:00:00,TOBS,GHCND:USC00422721,",,6,",233
1938-06-24T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1938-06-24T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-24T00:00:00,TMAX,GHCND:USC00422721,",,6,",283
1938-06-24T00:00:00,TMIN,GHCND:USC00422721,",,6,",144
1938-06-24T00:00:00,TOBS,GHCND:USC00422721,",,6,",233
1938-06-25T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-25T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-25T00:00:00,TMAX,GHCND:USC00422721,",,6,",322
1938-06-25T00:00:00,TMIN,GHCND:USC00422721,",,6,",128
1938-06-25T00:00:00,TOBS,GHCND:USC00422721,",,6,",261
1938-06-26T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-06-26T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-26T00:00:00,TMAX,GHCND:USC00422721,",,6,",350
1938-06-26T00:00:00,TMIN,GHCND:USC00422721,",,6,",133
1938-06-26T00:00:00,TOBS,GHCND:USC00422721,",,6,",278
1938-06-27T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1938-06-27T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-27T00:00:00,TMAX,GHCND:USC00422721,",,6,",328
1938-06-27T00:00:00,TMIN,GHCND:USC00422721,",,6,",183
1938-06-27T00:00:00,TOBS,GHCND:USC00422721,",,6,",278
1938-06-28T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1938-06-28T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-28T00:00:00,TMAX,GHCND:USC00422721,",,6,",333
1938-06-28T00:00:00,TMIN,GHCND:USC00422721,",,6,",178
1938-06-28T00:00:00,TOBS,GHCND:USC00422721,",,6,",222
1938-06-29T00:00:00,PRCP,GHCND:USC00422721,",,6,",137
1938-06-29T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-29T00:00:00,TMAX,GHCND:USC00422721,",,6,",250
1938-06-29T00:00:00,TMIN,GHCND:USC00422721,",,6,",161
1938-06-29T00:00:00,TOBS,GHCND:USC00422721,",,6,",228
1938-06-30T00:00:00,PRCP,GHCND:USC00422721,",,6,",48
1938-06-30T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-06-30T00:00:00,TMAX,GHCND:USC00422721,",,6,",228
1938-06-30T00:00:00,TMIN,GHCND:USC00422721,",,6,",117
1938-06-30T00:00:00,TOBS,GHCND:USC00422721,",,6,",206
1938-07-01T00:00:00,PRCP,GHCND:USC00422721,",,6,",61
1938-07-01T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-01T00:00:00,TMAX,GHCND:USC00422721,",,6,",272
1938-07-01T00:00:00,TMIN,GHCND:USC00422721,",,6,",122
1938-07-01T00:00:00,TOBS,GHCND:USC00422721,",,6,",217
1938-07-02T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-02T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-02T00:00:00,TMAX,GHCND:USC00422721,",,6,",217
1938-07-02T00:00:00,TMIN,GHCND:USC00422721,",,6,",122
1938-07-02T00:00:00,TOBS,GHCND:USC00422721,",,6,",161
1938-07-03T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1938-07-03T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-03T00:00:00,TMAX,GHCND:USC00422721,",,6,",233
1938-07-03T00:00:00,TMIN,GHCND:USC00422721,",,6,",100
1938-07-03T00:00:00,TOBS,GHCND:USC00422721,",,6,",150
1938-07-04T00:00:00,PRCP,GHCND:USC00422721,",,6,",38
1938-07-04T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-04T00:00:00,TMAX,GHCND:USC00422721,",,6,",222
1938-07-04T00:00:00,TMIN,GHCND:USC00422721,",,6,",106
1938-07-04T00:00:00,TOBS,GHCND:USC00422721,",,6,",167
1938-07-05T00:00:00,PRCP,GHCND:USC00422721,",,6,",30
1938-07-05T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-05T00:00:00,TMAX,GHCND:USC00422721,",,6,",206
1938-07-05T00:00:00,TMIN,GHCND:USC00422721,",,6,",67
1938-07-05T00:00:00,TOBS,GHCND:USC00422721,",,6,",161
1938-07-06T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-06T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-06T00:00:00,TMAX,GHCND:USC00422721,",,6,",228
1938-07-06T00:00:00,TMIN,GHCND:USC00422721,",,6,",67
1938-07-06T00:00:00,TOBS,GHCND:USC00422721,",,6,",200
1938-07-07T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-07T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-07T00:00:00,TMAX,GHCND:USC00422721,",,6,",272
1938-07-07T00:00:00,TMIN,GHCND:USC00422721,",,6,",89
1938-07-07T00:00:00,TOBS,GHCND:USC00422721,",,6,",256
1938-07-08T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-08T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-08T00:00:00,TMAX,GHCND:USC00422721,",,6,",344
1938-07-08T00:00:00,TMIN,GHCND:USC00422721,",,6,",106
1938-07-08T00:00:00,TOBS,GHCND:USC00422721,",,6,",261
1938-07-09T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-09T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-09T00:00:00,TMAX,GHCND:USC00422721,",,6,",356
1938-07-09T00:00:00,TMIN,GHCND:USC00422721,",,6,",139
1938-07-09T00:00:00,TOBS,GHCND:USC00422721,",,6,",300
1938-07-10T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-10T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-10T00:00:00,TMAX,GHCND:USC00422721,",,6,",356
1938-07-10T00:00:00,TMIN,GHCND:USC00422721,",,6,",156
1938-07-10T00:00:00,TOBS,GHCND:USC00422721,",,6,",311
1938-07-11T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-11T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-11T00:00:00,TMAX,GHCND:USC00422721,",,6,",356
1938-07-11T00:00:00,TMIN,GHCND:USC00422721,",,6,",139
1938-07-11T00:00:00,TOBS,GHCND:USC00422721,",,6,",306
1938-07-12T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-12T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-12T00:00:00,TMAX,GHCND:USC00422721,",,6,",333
1938-07-12T00:00:00,TMIN,GHCND:USC00422721,",,6,",144
1938-07-12T00:00:00,TOBS,GHCND:USC00422721,",,6,",278
1938-07-13T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-13T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-13T00:00:00,TMAX,GHCND:USC00422721,",,6,",289
1938-07-13T00:00:00,TMIN,GHCND:USC00422721,",,6,",178
1938-07-13T00:00:00,TOBS,GHCND:USC00422721,",,6,",239
1938-07-14T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1938-07-14T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-14T00:00:00,TMAX,GHCND:USC00422721,",,6,",317
1938-07-14T00:00:00,TMIN,GHCND:USC00422721,",,6,",200
1938-07-14T00:00:00,TOBS,GHCND:USC00422721,",,6,",261
1938-07-15T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-15T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-15T00:00:00,TMAX,GHCND:USC00422721,",,6,",322
1938-07-15T00:00:00,TMIN,GHCND:USC00422721,",,6,",156
1938-07-15T00:00:00,TOBS,GHCND:USC00422721,",,6,",239
1938-07-16T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-16T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-16T00:00:00,TMAX,GHCND:USC00422721,",,6,",306
1938-07-16T00:00:00,TMIN,GHCND:USC00422721,",,6,",139
1938-07-16T00:00:00,TOBS,GHCND:USC00422721,",,6,",267
1938-07-17T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-17T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-17T00:00:00,TMAX,GHCND:USC00422721,",,6,",317
1938-07-17T00:00:00,TMIN,GHCND:USC00422721,",,6,",144
1938-07-17T00:00:00,TOBS,GHCND:USC00422721,",,6,",306
1938-07-18T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-18T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-18T00:00:00,TMAX,GHCND:USC00422721,",,6,",317
1938-07-18T00:00:00,TMIN,GHCND:USC00422721,",,6,",150
1938-07-18T00:00:00,TOBS,GHCND:USC00422721,",,6,",289
1938-07-19T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-19T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-19T00:00:00,TMAX,GHCND:USC00422721,",,6,",333
1938-07-19T00:00:00,TMIN,GHCND:USC00422721,",,6,",139
1938-07-19T00:00:00,TOBS,GHCND:USC00422721,",,6,",261
1938-07-20T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-20T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-20T00:00:00,TMAX,GHCND:USC00422721,",,6,",333
1938-07-20T00:00:00,TMIN,GHCND:USC00422721,",,6,",150
1938-07-20T00:00:00,TOBS,GHCND:USC00422721,",,6,",267
1938-07-21T00:00:00,PRCP,GHCND:USC00422721,",,6,",15
1938-07-21T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-21T00:00:00,TMAX,GHCND:USC00422721,",,6,",333
1938-07-21T00:00:00,TMIN,GHCND:USC00422721,",,6,",206
1938-07-21T00:00:00,TOBS,GHCND:USC00422721,",,6,",261
1938-07-22T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-22T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-22T00:00:00,TMAX,GHCND:USC00422721,",,6,",333
1938-07-22T00:00:00,TMIN,GHCND:USC00422721,",,6,",211
1938-07-22T00:00:00,TOBS,GHCND:USC00422721,",,6,",267
1938-07-23T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1938-07-23T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-23T00:00:00,TMAX,GHCND:USC00422721,",,6,",350
1938-07-23T00:00:00,TMIN,GHCND:USC00422721,",,6,",139
1938-07-23T00:00:00,TOBS,GHCND:USC00422721,",,6,",272
1938-07-24T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1938-07-24T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-24T00:00:00,TMAX,GHCND:USC00422721,",,6,",356
1938-07-24T00:00:00,TMIN,GHCND:USC00422721,",,6,",150
1938-07-24T00:00:00,TOBS,GHCND:USC00422721,",,6,",278
1938-07-25T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1938-07-25T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1938-07-25T00:00:00,TMAX,GHCND:USC00422721,",,6,",333
1938-07-25T00:00:00,TMIN,GHCND:USC00422721,",,6,",178
1938-07-25T00:00:00,TOBS,GHCND:USC00422721,",,6,",278
