date,PRCP,SNOW,SNWD,TMAX,TMIN,attribute_PRCP,attribute_SNOW,attribute_SNWD,attribute_TMAX,attribute_TMIN
1968-05-12T00:00:00,46.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-13T00:00:00,30.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-14T00:00:00,76.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-15T00:00:00,30.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-16T00:00:00,114.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-17T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-18T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-19T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-20T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-21T00:00:00,8.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-22T00:00:00,264.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-23T00:00:00,587.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-24T00:00:00,8.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-25T00:00:00,58.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-26T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-27T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-28T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-29T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-30T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-05-31T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-01T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-02T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-03T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-04T00:00:00,30.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-05T00:00:00,91.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-06T00:00:00,188.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-07T00:00:00,18.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-08T00:00:00,30.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-09T00:00:00,58.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-10T00:00:00,25.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-11T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-12T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-13T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-14T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-15T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-16T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-17T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-18T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-19T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-20T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-21T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-22T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-23T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-24T00:00:00,61.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-25T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-26T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-27T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-28T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-29T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-06-30T00:00:00,13.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-01T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-02T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-03T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-04T00:00:00,18.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-05T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-06T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-07T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-08T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-09T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-10T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-11T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-12T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-13T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-14T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-15T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-16T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-17T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-18T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-19T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-20T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-21T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-22T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-23T00:00:00,20.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-24T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-25T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-26T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-27T00:00:00,8.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-28T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-29T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-30T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-07-31T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-01T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-02T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-03T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-04T00:00:00,102.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-05T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-06T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-07T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-08T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-09T00:00:00,76.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-10T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-11T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-12T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-13T00:00:00,3.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-14T00:00:00,112.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-15T00:00:00,51.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-16T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-17T00:00:00,203.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-18T00:00:00,0.0,0.0,0.0,,,"T,,0,1600",",,0,",",,0,",,
1968-08-19T00:00:00,137.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-20T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-21T00:00:00,3.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-22T00:00:00,279.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-23T00:00:00,104.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-24T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-25T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-26T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-27T00:00:00,10.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-28T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-29T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-30T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-08-31T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-01T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-02T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-03T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-04T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-05T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-06T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-07T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-08T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-09T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-10T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-11T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-12T00:00:00,18.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-13T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-14T00:00:00,5.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-15T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-16T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-17T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-18T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-19T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-20T00:00:00,112.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-21T00:00:00,91.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-22T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-23T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-24T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-25T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-26T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-27T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-28T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-29T00:00:00,5.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-09-30T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-01T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-02T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-03T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-04T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-05T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-06T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-07T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-08T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-09T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-10T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-11T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-12T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-13T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-14T00:00:00,165.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-15T00:00:00,231.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-16T00:00:00,23.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-17T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-18T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-19T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-20T00:00:00,13.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-21T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-22T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-23T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-24T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-25T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-26T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-27T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-28T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-29T00:00:00,0.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-30T00:00:00,76.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-10-31T00:00:00,20.0,0.0,0.0,,,",,0,1600",",,0,",",,0,",,
1968-11-01T00:00:00,0.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-02T00:00:00,0.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-03T00:00:00,0.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-04T00:00:00,56.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-05T00:00:00,0.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-06T00:00:00,0.0,,0.0,,,"T,,0,1600",,"T,,0,",,
1968-11-07T00:00:00,0.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-08T00:00:00,0.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-09T00:00:00,76.0,,0.0,,,",,0,1600",,"T,,0,",,
1968-11-10T00:00:00,0.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-11T00:00:00,0.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-12T00:00:00,38.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-13T00:00:00,0.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-14T00:00:00,0.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-15T00:00:00,0.0,,0.0,,,"T,,0,1600",,",,0,",,
1968-11-16T00:00:00,229.0,,229.0,,,",,0,1600",,",,0,",,
1968-11-17T00:00:00,25.0,,178.0,,,",,0,1600",,",,0,",,
1968-11-18T00:00:00,0.0,,,,,",,0,1600",,,,
1968-11-19T00:00:00,0.0,,127.0,,,",,0,1600",,",,0,",,
1968-11-20T00:00:00,0.0,,,,,",,0,1600",,,,
1968-11-21T00:00:00,0.0,,76.0,,,",,0,1600",,",,0,",,
1968-11-22T00:00:00,0.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-23T00:00:00,0.0,,0.0,,,",,0,1600",,",,0,",,
1968-11-24T00:00:00,0.0,,0.0,,,"T,,0,1600",,"T,,0,",,
1968-11-25T00:00:00,544.0,,457.0,,,",,0,1600",,",,0,",,
1968-11-26T00:00:00,0.0,,,,,",,0,1600",,,,
1968-11-27T00:00:00,0.0,,432.0,,,",,0,1600",,",,0,",,
1968-11-28T00:00:00,0.0,,406.0,,,",,0,1600",,",,0,",,
1968-11-29T00:00:00,0.0,,381.0,,,",,0,1600",,",,0,",,
1968-11-30T00:00:00,0.0,,356.0,,,",,0,1600",,",,0,",,
1968-12-01T00:00:00,76.0,76.0,432.0,,,",,0,1600",",,0,",",,0,",,
1968-12-02T00:00:00,0.0,0.0,432.0,,,",,0,1600",",,0,",",,0,",,
1968-12-03T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1968-12-04T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1968-12-05T00:00:00,0.0,0.0,381.0,,,",,0,1600",",,0,",",,0,",,
1968-12-06T00:00:00,0.0,0.0,356.0,,,",,0,1600",",,0,",",,0,",,
1968-12-07T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1968-12-08T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1968-12-09T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1968-12-10T00:00:00,0.0,0.0,305.0,,,",,0,1600",",,0,",",,0,",,
1968-12-11T00:00:00,330.0,229.0,533.0,,,",,0,1600",",,0,",",,0,",,
1968-12-12T00:00:00,0.0,0.0,508.0,,,",,0,1600",",,0,",",,0,",,
1968-12-13T00:00:00,0.0,0.0,483.0,,,",,0,1600",",,0,",",,0,",,
1968-12-14T00:00:00,0.0,0.0,483.0,,,",,0,1600",",,0,",",,0,",,
1968-12-15T00:00:00,0.0,0.0,483.0,,,",,0,1600",",,0,",",,0,",,
1968-12-16T00:00:00,25.0,0.0,483.0,,,",,0,1600","T,,0,",",,0,",,
1968-12-17T00:00:00,25.0,0.0,483.0,,,",,0,1600","T,,0,",",,0,",,
1968-12-18T00:00:00,0.0,0.0,483.0,,,",,0,1600",",,0,",",,0,",,
1968-12-19T00:00:00,58.0,25.0,508.0,,,",,0,1600",",,0,",",,0,",,
1968-12-20T00:00:00,56.0,178.0,686.0,,,",,0,1600",",,0,",",,0,",,
1968-12-21T00:00:00,0.0,0.0,686.0,,,",,0,1600",",,0,",",,0,",,
1968-12-22T00:00:00,41.0,0.0,686.0,,,",,0,1600","T,,0,",",,0,",,
1968-12-23T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1968-12-24T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1968-12-25T00:00:00,0.0,0.0,508.0,,,",,0,1600",",,0,",",,0,",,
1968-12-26T00:00:00,155.0,102.0,610.0,,,",,0,1600",",,0,",",,0,",,
1968-12-27T00:00:00,0.0,0.0,610.0,,,",,0,1600",",,0,",",,0,",,
1968-12-28T00:00:00,33.0,51.0,660.0,,,",,0,1600",",,0,",",,0,",,
1968-12-29T00:00:00,13.0,25.0,686.0,,,",,0,1600",",,0,",",,0,",,
1968-12-30T00:00:00,71.0,127.0,813.0,,,",,0,1600",",,0,",",,0,",,
1968-12-31T00:00:00,23.0,25.0,838.0,,,",,0,1600",",,0,",",,0,",,
1969-01-01T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-02T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-03T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-04T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-05T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-06T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-07T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-08T00:00:00,0.0,,508.0,,,"T,,0,1600",,",,0,",,
1969-01-09T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-10T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-11T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-12T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-13T00:00:00,0.0,,483.0,,,",,0,1600",,",,0,",,
1969-01-14T00:00:00,231.0,,406.0,,,",,0,1600",,",,0,",,
1969-01-15T00:00:00,117.0,,432.0,,,",,0,1600",,",,0,",,
1969-01-16T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-17T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-18T00:00:00,0.0,,406.0,,,",,0,1600",,",,0,",,
1969-01-19T00:00:00,8.0,,381.0,,,",,0,1600",,",,0,",,
1969-01-20T00:00:00,0.0,,330.0,,,",,0,1600",,",,0,",,
1969-01-21T00:00:00,0.0,,279.0,,,"T,,0,1600",,",,0,",,
1969-01-22T00:00:00,18.0,,279.0,,,",,0,1600",,",,0,",,
1969-01-23T00:00:00,66.0,,,,,",,0,1600",,,,
1969-01-24T00:00:00,0.0,,,,,",,0,1600",,,,
1969-01-25T00:00:00,97.0,,279.0,,,",,0,1600",,",,0,",,
1969-01-26T00:00:00,46.0,,279.0,,,",,0,1600",,",,0,",,
1969-01-27T00:00:00,114.0,,356.0,,,",,0,1600",,",,0,",,
1969-01-28T00:00:00,41.0,,406.0,,,",,0,1600",,",,0,",,
1969-01-29T00:00:00,262.0,,889.0,,,",,0,1600",,",,0,",,
1969-01-30T00:00:00,0.0,,889.0,,,",,0,1600",,",,0,",,
1969-01-31T00:00:00,0.0,,737.0,,,",,0,1600",,",,0,",,
1969-02-01T00:00:00,58.0,,,,,",,0,1600",,,,
1969-02-02T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-03T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-04T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-05T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-06T00:00:00,43.0,,,,,",,0,1600",,,,
1969-02-07T00:00:00,221.0,,,,,",,0,1600",,,,
1969-02-08T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-09T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-10T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-11T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-12T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-13T00:00:00,178.0,,,,,",,0,1600",,,,
1969-02-14T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-15T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-16T00:00:00,254.0,,,,,",,0,1600",,,,
1969-02-17T00:00:00,13.0,,,,,",,0,1600",,,,
1969-02-18T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-19T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-20T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-21T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-22T00:00:00,38.0,,,,,",,0,1600",,,,
1969-02-23T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-24T00:00:00,13.0,,,,,",,0,1600",,,,
1969-02-25T00:00:00,191.0,,,,,",,0,1600",,,,
1969-02-26T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-27T00:00:00,0.0,,,,,",,0,1600",,,,
1969-02-28T00:00:00,0.0,,,,,",,0,1600",,,,
1969-03-01T00:00:00,76.0,,737.0,,,",,0,1600",,",,0,",,
1969-03-02T00:00:00,0.0,0.0,,,,"T,,0,1600","T,,0,",,,
1969-03-03T00:00:00,0.0,0.0,711.0,,,",,0,1600",",,0,",",,0,",,
1969-03-04T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-03-05T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-03-06T00:00:00,114.0,51.0,762.0,,,",,0,1600",",,0,",",,0,",,
1969-03-07T00:00:00,25.0,0.0,762.0,,,",,0,1600",",,0,",",,0,",,
1969-03-08T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-03-09T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-03-10T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-03-11T00:00:00,0.0,0.0,711.0,,,",,0,1600",",,0,",",,0,",,
1969-03-12T00:00:00,0.0,0.0,711.0,,,",,0,1600",",,0,",",,0,",,
1969-03-13T00:00:00,0.0,0.0,686.0,,,",,0,1600",",,0,",",,0,",,
1969-03-14T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-03-15T00:00:00,0.0,0.0,660.0,,,",,0,1600",",,0,",",,0,",,
1969-03-16T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-03-17T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-03-18T00:00:00,0.0,0.0,610.0,,,",,0,1600",",,0,",",,0,",,
1969-03-19T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-03-20T00:00:00,0.0,0.0,508.0,,,",,0,1600",",,0,",",,0,",,
1969-03-21T00:00:00,0.0,0.0,483.0,,,",,0,1600",",,0,",",,0,",,
1969-03-22T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-03-23T00:00:00,114.0,152.0,610.0,,,",,0,1600",",,0,",",,0,",,
1969-03-24T00:00:00,0.0,0.0,508.0,,,",,0,1600",",,0,",",,0,",,
1969-03-25T00:00:00,0.0,0.0,457.0,,,",,0,1600",",,0,",",,0,",,
1969-03-26T00:00:00,0.0,0.0,457.0,,,",,0,1600",",,0,",",,0,",,
1969-03-27T00:00:00,0.0,0.0,381.0,,,",,0,1600",",,0,",",,0,",,
1969-03-28T00:00:00,0.0,0.0,381.0,,,",,0,1600",",,0,",",,0,",,
1969-03-29T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-03-30T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-03-31T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
1969-04-01T00:00:00,0.0,0.0,152.0,,,",,0,1600",",,0,",",,0,",,
1969-04-02T00:00:00,0.0,0.0,,,,",,0,1600",",,0,",,,
